portfolioId,Ticker,Name,NAV,Change,YTD,Ccy,1Y,Incept
237595,-,BlackRock ASEAN Leaders Fund,10.68,0.09,7.89,USD,7.89,1.20
244083,-,BlackRock Asia Pacific Equity Income Fund,15.89,0.38,29.11,GBP,29.11,50.80
229019,-,BlackRock Asia Pacific Equity Income Fund,16.32,-0.24,7.94,USD,7.94,53.60
260981,-,BlackRock Asia Pacific Equity Income Fund,10.06,-0.30,6.75,EUR,6.75,2.84
229020,-,BlackRock Asia Pacific Equity Income Fund,100.91,-0.27,7.99,HKD,7.99,55.52
229021,-,BlackRock Asia Pacific Equity Income Fund,13.01,-0.23,5.72,USD,25.00,62.54
228311, ,BlackRock Asia Pacific Equity Income Fund,12.36,-0.24,7.69,SGD,7.69,47.39
229022,-,BlackRock Asia Pacific Equity Income Fund,13.65,-0.29,7.98,USD,7.98,23.91
230090,-,BlackRock Asia Pacific Equity Income Fund,106.53,-0.26,5.71,HKD,24.49,29.74
251626,-,BlackRock Asia Pacific Equity Income Fund,13.32,-0.22,8.37,AUD,8.37,6.57
270026,-,BlackRock Asia Pacific Equity Income Fund,95.45,-0.23,13.07,ZAR,13.07,8.02
229023,-,BlackRock Asia Pacific Equity Income Fund,11.94,-0.25,5.60,USD,23.45,48.31
229026,-,BlackRock Asia Pacific Equity Income Fund,11.34,-0.26,5.61,SGD,23.29,40.53
229028,-,BlackRock Asian Dragon Fund,33.06,0.64,11.65,EUR,11.65,224.61
229399,-,BlackRock Asian Dragon Fund,28.53,0.78,29.38,GBP,29.38,214.15
229029,-,BlackRock Asian Dragon Fund,35.60,0.17,8.24,USD,8.24,78.29
260723,-,BlackRock Asian Dragon Fund,12.26,0.16,8.75,AUD,8.75,14.40
279268,-,BlackRock Asian Dragon Fund,11.87,-0.67,5.95,CHF,24.12,15.80
279261,-,BlackRock Asian Dragon Fund,11.97,-0.66,6.09,EUR,24.79,16.80
285325,-,BlackRock Asian Dragon Fund,101.42,0.16,-,PLN,-,-
262692,-,BlackRock Asian Dragon Fund,11.45,0.17,7.86,SGD,7.86,7.00
229030,-,BlackRock Asian Dragon Fund,27.46,0.77,29.36,GBP,29.36,225.07
229402,-,BlackRock Asian Dragon Fund,25.91,0.62,3.68,EUR,25.26,146.07
229403,-,BlackRock Asian Dragon Fund,27.90,0.14,6.09,USD,24.74,162.62
244060,-,BlackRock Asian Growth Leaders Fund,16.40,-0.30,6.40,USD,6.40,52.90
270819,-,BlackRock Asian Growth Leaders Fund,11.95,-0.25,6.81,AUD,6.81,11.30
279263,-,BlackRock Asian Growth Leaders Fund,11.90,-0.08,4.41,CHF,4.41,8.90
279264,-,BlackRock Asian Growth Leaders Fund,12.03,0.00,5.17,EUR,5.17,9.90
262691,-,BlackRock Asian Growth Leaders Fund,12.45,-0.32,6.02,SGD,6.02,16.20
229037,-,BlackRock Asian Local Bond Fund,9.96,0.00,0.21,USD,0.21,-3.30
229038,-,BlackRock Asian Local Bond Fund,8.80,0.00,0.11,USD,0.11,-3.52
229039,-,BlackRock Asian Local Bond Fund,8.15,0.00,0.16,USD,0.16,-3.34
229042,-,BlackRock Asian Tiger Bond Fund,12.53,0.00,4.72,USD,4.72,280.24
229407,-,BlackRock Asian Tiger Bond Fund,38.58,0.03,4.70,USD,4.70,280.70
275884,-,BlackRock Asian Tiger Bond Fund,10.34,0.10,3.13,EUR,3.13,2.20
229412,-,BlackRock Asian Tiger Bond Fund,12.82,0.00,4.71,SGD,4.71,26.60
228418, ,BlackRock Asian Tiger Bond Fund,12.54,0.00,4.71,USD,4.71,106.52
243968,-,BlackRock Asian Tiger Bond Fund,10.78,0.09,5.85,AUD,5.85,23.22
243967,-,BlackRock Asian Tiger Bond Fund,9.68,0.00,3.10,EUR,3.10,10.90
228417, ,BlackRock Asian Tiger Bond Fund,11.08,0.00,4.29,HKD,4.29,38.94
241417,-,BlackRock Asian Tiger Bond Fund,11.27,0.00,6.30,NZD,6.30,29.45
242994,-,BlackRock Asian Tiger Bond Fund,10.04,0.00,4.66,SGD,4.66,15.08
228329, ,BlackRock Asian Tiger Bond Fund,11.56,0.00,4.71,USD,4.71,21.82
272929,-,BlackRock Asian Tiger Bond Fund,10.68,0.00,3.11,EUR,3.11,2.73
272930,-,BlackRock Asian Tiger Bond Fund,7.69,0.13,4.33,GBP,4.33,4.38
230092,-,BlackRock Asian Tiger Bond Fund,89.13,0.01,4.24,HKD,4.24,21.09
271372,-,BlackRock Asian Tiger Bond Fund,9.75,0.00,4.66,SGD,4.66,7.47
246706,-,BlackRock Asian Tiger Bond Fund,11.50,0.00,5.84,AUD,5.84,20.99
272932,-,BlackRock Asian Tiger Bond Fund,11.07,0.00,4.48,CAD,4.48,4.53
272931,-,BlackRock Asian Tiger Bond Fund,12.06,0.08,6.26,NZD,6.26,8.72
260724,-,BlackRock Asian Tiger Bond Fund,104.51,0.04,11.85,ZAR,11.85,35.61
229410,-,BlackRock Asian Tiger Bond Fund,12.71,0.08,1.00,USD,4.51,104.48
229411,-,BlackRock Asian Tiger Bond Fund,31.19,0.00,1.01,USD,4.53,79.63
273330,-,BlackRock China Fund,14.84,0.41,8.40,EUR,8.40,-16.89
229546,-,BlackRock China Fund,16.24,-0.06,5.14,HKD,5.14,53.50
229547,-,BlackRock China Fund,15.98,0.00,5.15,USD,5.15,51.10
260707,-,BlackRock China Fund,13.56,0.00,5.61,AUD,5.61,28.10
229550,-,BlackRock China Fund,14.57,-0.07,3.99,EUR,3.99,38.00
229551,-,BlackRock China Fund,14.71,-0.07,4.90,SGD,4.90,39.20
229552,-,BlackRock China Fund,14.46,0.00,4.15,GBP,4.15,45.68
229549,-,BlackRock China Fund,14.31,0.00,3.83,USD,3.83,35.50
229555,-,BlackRock China Fund,13.22,-0.08,3.56,SGD,3.56,25.20
229558,-,BlackRock Continental European Flexible Fund,21.27,0.28,-2.68,EUR,-2.68,"1,476.93"
228513, ,BlackRock Continental European Flexible Fund,22.91,-0.13,-5.70,USD,-5.70,41.94
272568,-,BlackRock Continental European Flexible Fund,10.49,0.38,2.06,USD,5.48,4.00
229116,-,BlackRock Continental European Flexible Fund,20.86,0.29,-2.68,EUR,-2.68,67.90
228352, ,BlackRock Continental European Flexible Fund,17.88,0.51,12.74,GBP,12.74,284.89
229561,-,BlackRock Continental European Flexible Fund,19.58,0.36,-3.33,GBP,-3.33,91.48
229559,-,BlackRock Continental European Flexible Fund,18.57,0.32,1.88,EUR,3.77,158.49
229564,-,BlackRock Emerging Europe Fund,97.65,1.36,25.15,EUR,25.15,"1,008.96"
229565,-,BlackRock Emerging Europe Fund,105.14,0.89,21.31,USD,21.31,422.96
229573,-,BlackRock Emerging Europe Fund,8.97,1.36,25.53,SGD,25.53,-12.00
229566,-,BlackRock Emerging Europe Fund,93.42,1.37,25.17,EUR,25.17,143.15
229118,-,BlackRock Emerging Europe Fund,80.86,1.52,45.02,GBP,45.02,977.93
229568,-,BlackRock Emerging Europe Fund,77.63,1.36,-0.22,EUR,32.69,128.40
229569,-,BlackRock Emerging Europe Fund,83.59,0.89,2.12,USD,32.17,223.71
229123,-,BlackRock Emerging Markets Bond Fund,9.30,0.54,16.11,EUR,16.11,166.32
229577,-,BlackRock Emerging Markets Bond Fund,10.02,0.10,12.53,USD,12.53,135.27
229124,-,BlackRock Emerging Markets Bond Fund,16.16,0.56,16.12,EUR,16.12,176.37
228473, ,BlackRock Emerging Markets Bond Fund,17.40,0.12,12.56,USD,12.56,130.45
229584,-,BlackRock Emerging Markets Bond Fund,16.61,0.12,11.12,EUR,11.12,87.24
264123,-,BlackRock Emerging Markets Bond Fund,11.49,0.09,12.28,GBP,12.28,12.50
229125,-,BlackRock Emerging Markets Bond Fund,9.62,0.63,16.06,EUR,16.06,61.94
229578,-,BlackRock Emerging Markets Bond Fund,10.35,0.10,12.58,USD,12.58,73.97
264649,-,BlackRock Emerging Markets Bond Fund,13.34,0.60,16.20,EUR,16.20,42.73
228326, ,BlackRock Emerging Markets Bond Fund,9.49,0.11,12.52,USD,12.52,21.71
283769,-,BlackRock Emerging Markets Bond Fund,10.43,0.10,1.73,CAD,-,6.94
283746,-,BlackRock Emerging Markets Bond Fund,10.34,0.10,1.75,GBP,-,6.21
228327, ,BlackRock Emerging Markets Bond Fund,72.68,0.12,12.06,HKD,12.06,20.27
246708,-,BlackRock Emerging Markets Bond Fund,9.39,0.11,13.57,AUD,13.57,19.10
283770,-,BlackRock Emerging Markets Bond Fund,10.45,0.19,1.91,NZD,-,7.87
270028,-,BlackRock Emerging Markets Bond Fund,102.47,0.15,19.51,ZAR,19.51,24.95
229581,-,BlackRock Emerging Markets Bond Fund,10.01,0.10,1.69,USD,14.36,105.00
229126,-,BlackRock Emerging Markets Bond Fund,14.91,0.13,1.64,USD,14.32,104.83
246606,-,BlackRock Emerging Markets Corporate Bond Fund,11.22,0.18,9.74,USD,9.74,10.40
246607,-,BlackRock Emerging Markets Corporate Bond Fund,10.96,0.18,8.22,EUR,8.22,8.00
229589,-,BlackRock Emerging Markets Equity Income Fund,12.21,1.24,13.25,USD,13.25,13.70
229590,-,BlackRock Emerging Markets Equity Income Fund,10.16,1.30,13.28,USD,13.28,14.36
262190,-,BlackRock Emerging Markets Equity Income Fund,10.99,1.29,13.15,USD,13.15,-6.76
286078,-,BlackRock Emerging Markets Equity Income Fund,11.28,-0.62,5.38,CAD,-,-
286068,-,BlackRock Emerging Markets Equity Income Fund,10.95,-0.73,5.33,EUR,-,-
286076,-,BlackRock Emerging Markets Equity Income Fund,11.26,-0.62,5.38,GBP,-,-
262735,-,BlackRock Emerging Markets Equity Income Fund,84.98,1.26,12.68,HKD,12.68,-7.29
285746,-,BlackRock Emerging Markets Equity Income Fund,10.84,1.31,5.53,SGD,-,-
285747,-,BlackRock Emerging Markets Equity Income Fund,10.84,1.21,5.51,AUD,-,-
286077,-,BlackRock Emerging Markets Equity Income Fund,11.26,-0.79,5.39,NZD,-,-
229130,-,BlackRock Emerging Markets Fund,25.94,0.86,11.50,EUR,11.50,145.84
229131,-,BlackRock Emerging Markets Fund,27.93,0.36,8.08,USD,8.08,155.60
229594,-,BlackRock Emerging Markets Fund,20.89,0.82,5.12,EUR,25.63,159.40
229595,-,BlackRock Emerging Markets Fund,22.50,0.40,7.62,USD,25.17,182.91
229843,-,BlackRock Emerging Markets Local Currency Bond Fund,3.96,0.76,16.51,EUR,16.51,22.26
229293,-,BlackRock Emerging Markets Local Currency Bond Fund,4.26,0.24,13.15,USD,13.15,134.43
253851,-,BlackRock Emerging Markets Local Currency Bond Fund,23.02,0.92,15.02,CHF,15.02,-11.82
229844,-,BlackRock Emerging Markets Local Currency Bond Fund,21.52,0.80,16.55,EUR,16.55,24.82
229845,-,BlackRock Emerging Markets Local Currency Bond Fund,23.17,0.30,12.99,USD,12.99,2.05
229869,-,BlackRock Emerging Markets Local Currency Bond Fund,7.85,0.38,10.60,CHF,10.60,-23.80
229296,-,BlackRock Emerging Markets Local Currency Bond Fund,7.97,0.38,11.22,EUR,11.22,-22.70
229866,-,BlackRock Emerging Markets Local Currency Bond Fund,9.86,0.31,13.15,PLN,13.15,-4.50
229297,-,BlackRock Emerging Markets Local Currency Bond Fund,8.32,0.24,12.41,SGD,12.41,-19.40
229846,-,BlackRock Emerging Markets Local Currency Bond Fund,3.98,0.76,16.42,EUR,16.42,16.78
229847,-,BlackRock Emerging Markets Local Currency Bond Fund,33.28,0.33,13.02,HKD,13.02,-14.36
229848,-,BlackRock Emerging Markets Local Currency Bond Fund,4.29,0.23,12.80,USD,12.80,-4.81
229867,-,BlackRock Emerging Markets Local Currency Bond Fund,7.30,0.27,13.40,AUD,13.40,-7.25
229849,-,BlackRock Emerging Markets Local Currency Bond Fund,16.26,0.74,16.50,EUR,16.50,16.67
229850,-,BlackRock Emerging Markets Local Currency Bond Fund,17.51,0.29,12.94,USD,12.94,-18.67
283748,-,BlackRock Emerging Markets Local Currency Bond Fund,10.02,0.40,2.37,USD,-,-
283773,-,BlackRock Emerging Markets Local Currency Bond Fund,10.25,0.39,2.21,CAD,-,5.24
283747,-,BlackRock Emerging Markets Local Currency Bond Fund,9.95,0.30,2.29,GBP,-,-
283767,-,BlackRock Emerging Markets Local Currency Bond Fund,102.53,0.32,2.30,HKD,-,5.31
271040,-,BlackRock Emerging Markets Local Currency Bond Fund,8.25,0.36,13.38,AUD,13.38,-5.99
283771,-,BlackRock Emerging Markets Local Currency Bond Fund,10.26,0.39,2.33,NZD,-,-
271041,-,BlackRock Emerging Markets Local Currency Bond Fund,83.79,0.34,18.42,ZAR,18.42,1.94
229856,-,BlackRock Emerging Markets Local Currency Bond Fund,4.26,0.24,2.26,USD,14.32,-8.86
229857,-,BlackRock Emerging Markets Local Currency Bond Fund,18.99,0.80,-0.11,EUR,15.01,10.15
229294,-,BlackRock Emerging Markets Local Currency Bond Fund,20.45,0.34,2.22,USD,14.53,-8.70
228369, ,BlackRock Euro Bond Fund,19.03,-0.05,3.09,EUR,3.09,108.10
228677, ,BlackRock Euro Bond Fund,20.49,-0.53,-0.04,USD,-0.04,155.15
228379, ,BlackRock Euro Bond Fund,28.03,-0.07,3.12,EUR,3.12,231.46
228676, ,BlackRock Euro Bond Fund,30.18,-0.53,-0.03,USD,-0.03,149.17
285320,-,BlackRock Euro Bond Fund,97.84,-0.08,-,PLN,-,-
246713,-,BlackRock Euro Bond Fund,11.93,-0.17,4.31,USD,4.31,20.90
228383, ,BlackRock Euro Bond Fund,19.02,-0.11,3.15,EUR,3.15,79.70
228678, ,BlackRock Euro Bond Fund,20.48,-0.58,-0.03,USD,-0.03,67.62
228378, ,BlackRock Euro Bond Fund,25.52,-0.08,3.09,EUR,3.09,36.80
228675, ,BlackRock Euro Bond Fund,22.10,0.09,19.52,GBP,19.52,39.36
228371, ,BlackRock Euro Bond Fund,18.25,-0.11,-1.56,EUR,-0.65,57.63
228382, ,BlackRock Euro Bond Fund,22.23,-0.09,-1.59,EUR,-0.63,51.84
228673, ,BlackRock Euro Bond Fund,23.94,-0.54,0.76,USD,-1.03,72.37
228242, ,BlackRock Euro Corporate Bond Fund,13.25,0.08,4.85,EUR,4.85,57.75
229601,-,BlackRock Euro Corporate Bond Fund,16.11,0.00,4.86,EUR,4.86,50.37
284350,-,BlackRock Euro Corporate Bond Fund,9.88,0.00,-,CHF,-,-
284345,-,BlackRock Euro Corporate Bond Fund,9.95,0.00,-,GBP,-,-
284344,-,BlackRock Euro Corporate Bond Fund,9.99,0.00,-,USD,-,-
229134,-,BlackRock Euro Corporate Bond Fund,13.01,0.08,4.85,EUR,4.85,60.20
229603,-,BlackRock Euro Corporate Bond Fund,13.60,0.07,-0.80,EUR,2.81,30.89
229607,-,BlackRock Euro Reserve Fund,73.64,0.00,-0.30,EUR,-0.30,0.41
229609,-,BlackRock Euro Reserve Fund,70.46,0.00,-0.03,EUR,-0.33,0.36
228429, ,BlackRock Euro Short Duration Bond Fund,12.26,0.00,0.48,EUR,0.48,54.89
228419, ,BlackRock Euro Short Duration Bond Fund,15.94,0.06,0.57,EUR,0.57,59.88
228427, ,BlackRock Euro Short Duration Bond Fund,10.90,0.00,-0.09,CHF,-0.09,9.10
228425, ,BlackRock Euro Short Duration Bond Fund,11.64,0.09,1.66,USD,1.66,16.20
228435, ,BlackRock Euro Short Duration Bond Fund,12.27,0.00,0.48,EUR,0.48,36.00
228422, ,BlackRock Euro Short Duration Bond Fund,14.97,0.00,0.52,EUR,0.52,13.72
228423, ,BlackRock Euro Short Duration Bond Fund,10.92,0.00,1.30,GBP,1.30,17.94
228426, ,BlackRock Euro Short Duration Bond Fund,10.93,0.09,1.68,USD,1.68,15.27
228433, ,BlackRock Euro Short Duration Bond Fund,12.73,0.08,-0.16,EUR,-0.63,20.11
229611,-,BlackRock Euro-Markets Fund,26.63,0.49,-0.83,EUR,-0.83,163.10
229136,-,BlackRock Euro-Markets Fund,28.67,0.03,-3.88,USD,-3.88,-
229617,-,BlackRock Euro-Markets Fund,16.10,0.50,-1.55,CHF,-1.55,59.10
258499,-,BlackRock Euro-Markets Fund,12.15,0.50,-1.56,GBP,-1.56,19.90
277129,-,BlackRock Euro-Markets Fund,17.86,0.39,0.52,SGD,6.36,-0.23
257477,-,BlackRock Euro-Markets Fund,12.53,0.56,-0.32,USD,-0.32,23.60
229612,-,BlackRock Euro-Markets Fund,23.52,0.51,-0.84,EUR,-0.84,220.32
229613,-,BlackRock Euro-Markets Fund,21.85,0.64,14.92,GBP,14.92,73.08
229137,-,BlackRock Euro-Markets Fund,21.39,0.47,0.24,EUR,4.17,116.65
229616,-,BlackRock Euro-Markets Fund,23.04,0.04,2.60,USD,3.76,105.59
229638,-,BlackRock European Equity Income Fund,17.78,0.40,-6.93,EUR,-6.93,76.00
271486,-,BlackRock European Equity Income Fund,11.26,0.45,-6.47,USD,-6.47,11.30
229636,-,BlackRock European Equity Income Fund,14.55,0.41,-6.86,EUR,-6.86,69.91
229639,-,BlackRock European Equity Income Fund,13.78,0.44,-6.87,EUR,-6.87,76.17
259265,-,BlackRock European Equity Income Fund,19.00,0.42,-6.47,USD,-6.47,24.87
262188,-,BlackRock European Equity Income Fund,10.29,0.39,-6.93,EUR,-6.93,14.49
262734,-,BlackRock European Equity Income Fund,12.88,0.39,-7.60,GBP,-7.60,16.90
262732,-,BlackRock European Equity Income Fund,168.59,0.43,-6.92,HKD,-6.92,16.86
260610,-,BlackRock European Equity Income Fund,10.70,0.38,-6.28,SGD,-6.28,19.95
260611,-,BlackRock European Equity Income Fund,10.64,0.47,-6.46,USD,-6.46,19.34
260612,-,BlackRock European Equity Income Fund,10.80,0.37,-5.33,AUD,-5.33,25.31
273472,-,BlackRock European Equity Income Fund,8.67,0.46,-6.77,CAD,-6.77,-8.70
273473,-,BlackRock European Equity Income Fund,8.72,0.35,-4.48,NZD,-4.48,-4.49
229648,-,BlackRock European Fund,107.82,0.31,-5.60,EUR,-5.60,357.77
229649,-,BlackRock European Fund,116.09,-0.15,-8.50,USD,-8.50,323.73
260719,-,BlackRock European Fund,11.08,0.36,-4.23,AUD,-4.23,8.60
260708,-,BlackRock European Fund,10.64,0.28,-5.43,CAD,-5.43,4.50
260729,-,BlackRock European Fund,10.52,0.29,-6.43,GBP,-6.43,3.40
230105,-,BlackRock European Fund,15.26,0.33,-5.61,HKD,-5.61,49.80
260709,-,BlackRock European Fund,11.40,0.26,-3.37,NZD,-3.37,11.80
257101,-,BlackRock European Fund,11.96,0.34,-5.02,SGD,-5.02,17.40
229656,-,BlackRock European Fund,15.37,0.33,-5.22,USD,-5.22,50.80
229650,-,BlackRock European Fund,102.79,0.31,-5.60,EUR,-5.60,130.53
229651,-,BlackRock European Fund,89.11,0.46,9.38,GBP,9.38,56.04
229652,-,BlackRock European Fund,85.85,0.30,0.51,EUR,0.86,101.93
229146,-,BlackRock European Fund,92.44,-0.15,2.86,USD,0.45,89.11
229661,-,BlackRock European Special Situations Fund,37.23,0.30,-7.12,EUR,-7.12,261.40
229662,-,BlackRock European Special Situations Fund,40.08,-0.17,-9.97,USD,-9.97,285.44
260716,-,BlackRock European Special Situations Fund,12.95,0.23,-5.50,AUD,-5.50,25.50
260727,-,BlackRock European Special Situations Fund,12.43,0.24,-6.66,CAD,-6.66,20.60
260717,-,BlackRock European Special Situations Fund,12.20,0.25,-8.00,GBP,-8.00,18.40
257475,-,BlackRock European Special Situations Fund,13.61,0.37,-6.65,USD,-6.65,31.90
229664,-,BlackRock European Special Situations Fund,31.55,0.29,2.02,EUR,0.06,212.90
