portfolioId,Ticker,Name,NAV,ChangePercent,ChangePercentYTD,Ccy,1Y,Incept
257476,-,BGF European Focus Fund,11.86,-0.17,2.42,USD,7.24,18.5
229644,-,BGF European Focus Fund,24.29,-0.25,2.36,EUR,6.91,91.03
243806,-,BGF European Focus Fund,25.74,0.16,2.92,USD,4.08,20.5
229648,-,BGF European Fund,108.93,-0.04,2.5,EUR,7.18,369.21
229649,-,BGF European Fund,115.41,0.34,3.05,USD,4.35,336.66
260719,-,BGF European Fund,11.21,0,2.85,AUD,9.3,11.7
260708,-,BGF European Fund,10.76,0,2.58,CAD,8.06,7.2
273333,-,BGF European Fund,92.97,0,3.79,China OffShore Renminbi,11.1,-7.41
260729,-,BGF European Fund,10.64,0,2.51,GBP,6.64,6
230105,-,BGF European Fund,15.42,0,2.6,HKD,7.71,53.7
260709,-,BGF European Fund,11.55,0,2.95,NZD,10.14,15.1
257101,-,BGF European Fund,12.09,-0.08,2.64,SGD,8.07,20.5
229656,-,BGF European Fund,15.54,0,2.72,USD,8.25,54.9
229650,-,BGF European Fund,103.85,-0.04,2.49,EUR,7.18,136.28
229651,-,BGF European Fund,90.78,0.28,2.57,GBP,16.62,60.05
229653,-,BGF European Fund,118.45,-0.03,2.62,EUR,7.98,74.16
229654,-,BGF European Fund,125.48,0.34,3.17,USD,5.13,123.78
244372,-,BGF European Fund,14.16,0,2.84,USD,9.04,41.1
243800,-,BGF European Fund,91.1,0.29,2.69,GBP,17.5,50.67
276251,-,BGF European High Yield Bond Fund,10.58,-0.19,1.73,EUR,12.55,5.8
276250,-,BGF European High Yield Bond Fund,10.46,-0.19,1.75,CHF,11.98,4.7
276249,-,BGF European High Yield Bond Fund,105.1,-0.21,1.7,SEK,12.23,5.16
276252,-,BGF European High Yield Bond Fund,10.68,-0.28,1.91,EUR,13.24,6.9
276253,-,BGF European High Yield Bond Fund,10.19,-0.29,1.9,EUR,13.32,6.86
276254,-,BGF European High Yield Bond Fund,10.29,-0.19,1.98,GBP,14.15,7.88
229661,-,BGF European Special Situations Fund,37.98,0.05,4.23,EUR,6.99,276.7
229662,-,BGF European Special Situations Fund,40.23,0.4,4.8,USD,4.14,303.94
260716,-,BGF European Special Situations Fund,13.23,0,4.54,AUD,9.42,31.2
260727,-,BGF European Special Situations Fund,12.69,0,4.39,CAD,7.98,25.9
275889,-,BGF European Special Situations Fund,277.64,0.08,5.51,China OffShore Renminbi,11,2.41
260717,-,BGF European Special Situations Fund,12.45,0,4.31,GBP,6.56,23.5
257475,-,BGF European Special Situations Fund,13.89,0.07,4.4,USD,8.08,37.7
229665,-,BGF European Special Situations Fund,41.28,0.05,4.33,EUR,7.77,139.36
243801,-,BGF European Special Situations Fund,43.73,0.41,4.91,USD,4.93,37.37
268588,-,BGF European Special Situations Fund,12.81,0.08,4.61,USD,8.92,27
229673,-,BGF European Value Fund,66.66,0.03,1.15,EUR,10.62,321.09
229674,-,BGF European Value Fund,58,0.36,1.22,GBP,20.36,220.61
229158,-,BGF European Value Fund,70.62,0.4,1.69,USD,7.7,258.73
260730,-,BGF European Value Fund,12.19,0,1.53,AUD,12.96,19.4
281113,-,BGF European Value Fund,111.26,0.33,0.93,China OffShore Renminbi,10.81,7.39
260720,-,BGF European Value Fund,115.66,0.04,1.26,HKD,11.08,13.3
260710,-,BGF European Value Fund,11.66,0.09,1.33,USD,11.74,14.2
229159,-,BGF European Value Fund,52.93,0.02,1.15,EUR,10.61,160.01
229160,-,BGF European Value Fund,49.2,0.35,1.2,GBP,20.35,157.93
229677,-,BGF European Value Fund,71.48,0.04,1.27,EUR,11.46,54.09
243856,-,BGF European Value Fund,62.19,0.36,1.34,GBP,21.27,75.02
243870,-,BGF European Value Fund,75.73,0.41,1.82,USD,8.5,34.9
271610,-,BGF European Value Fund,12.11,0,1.45,USD,12.63,18.6
243857,-,BGF European Value Fund,49.4,0.37,1.35,GBP,21.26,75.02
259391,-,BGF Fixed Income Global Opportunities Fund,9.5,-0.52,0.56,EUR,8.19,36.54
259260,-,BGF Fixed Income Global Opportunities Fund,10.06,-0.2,1.15,USD,5.41,6.91
259394,-,BGF Fixed Income Global Opportunities Fund,12.86,-0.54,0.55,EUR,8.19,38.74
228362, ,BGF Fixed Income Global Opportunities Fund,13.63,-0.15,1.12,USD,5.34,36
270554,-,BGF Fixed Income Global Opportunities Fund,10.06,-0.1,0.7,CHF,3.29,0.4
228366, ,BGF Fixed Income Global Opportunities Fund,9.95,-0.2,0.91,EUR,3.87,28.59
272437,-,BGF Fixed Income Global Opportunities Fund,10.18,-0.1,0.99,GBP,4.85,1.6
259488,-,BGF Fixed Income Global Opportunities Fund,"1,037.00",-0.19,0.97,JPY,3.91,3.6
228367, ,BGF Fixed Income Global Opportunities Fund,15.06,-0.13,1.21,PLN,5.92,50.2
270555,-,BGF Fixed Income Global Opportunities Fund,101.33,-0.15,0.87,SEK,3.67,1.19
228356, ,BGF Fixed Income Global Opportunities Fund,19.97,-0.1,1.12,SGD,5.28,29.67
259388,-,BGF Fixed Income Global Opportunities Fund,9.49,-0.52,0.56,EUR,8.19,36.57
259261,-,BGF Fixed Income Global Opportunities Fund,10.06,-0.1,1.15,USD,5.41,6.82
271487,-,BGF Fixed Income Global Opportunities Fund,10.01,-0.1,1.11,USD,5.33,3.12
257611,-,BGF Fixed Income Global Opportunities Fund,10.08,-0.2,0.9,EUR,3.95,6.38
228357, ,BGF Fixed Income Global Opportunities Fund,10.09,-0.1,1.1,USD,5.36,35.93
228360, ,BGF Fixed Income Global Opportunities Fund,7.34,-0.14,0.96,EUR,3.92,28.56
228361, ,BGF Fixed Income Global Opportunities Fund,14.76,-0.14,1.1,SGD,5.27,28.36
262189,-,BGF Fixed Income Global Opportunities Fund,12.39,-0.16,1.19,USD,5.38,4
262733,-,BGF Fixed Income Global Opportunities Fund,95.89,-0.12,1.05,HKD,4.86,3.77
271738,-,BGF Fixed Income Global Opportunities Fund,9.64,-0.1,1.33,AUD,6.51,6.12
272435,-,BGF Fixed Income Global Opportunities Fund,98.78,-0.09,2.19,China OffShore Renminbi,8.24,9.09
259393,-,BGF Fixed Income Global Opportunities Fund,13.13,-0.53,0.69,EUR,8.72,41.06
243879,-,BGF Fixed Income Global Opportunities Fund,13.91,-0.14,1.17,USD,5.87,12.48
257613,-,BGF Fixed Income Global Opportunities Fund,10.66,-0.09,0.85,CHF,3.8,6.4
228354, ,BGF Fixed Income Global Opportunities Fund,10.42,-0.19,0.97,EUR,4.41,34.67
250931,-,BGF Fixed Income Global Opportunities Fund,10.87,-0.18,1.12,GBP,5.34,8.5
243858,-,BGF Fixed Income Global Opportunities Fund,15.39,-0.13,1.32,PLN,6.59,20.94
243894,-,BGF Fixed Income Global Opportunities Fund,20.4,-0.15,1.19,SGD,5.82,13.17
268964,-,BGF Fixed Income Global Opportunities Fund,12.83,-0.47,0.71,EUR,8.78,34.44
277139,-,BGF Fixed Income Global Opportunities Fund,10.07,-0.1,1.11,CAD,5.56,3.19
281109,-,BGF Fixed Income Global Opportunities Fund,10.1,-0.2,0.4,EUR,3.02,2.09
279364,-,BGF Fixed Income Global Opportunities Fund,4.96,0,1.23,GBP,5.49,3.55
228368, ,BGF Fixed Income Global Opportunities Fund,10.61,-0.09,1.24,USD,5.94,19.07
243878,-,BGF Fixed Income Global Opportunities Fund,7.36,-0.14,0.96,EUR,4.43,9.76
229682,-,BGF Flexible Multi-Asset Fund,14.33,-0.21,2.51,EUR,9.06,40.67
229685,-,BGF Flexible Multi-Asset Fund,34.38,-0.23,2.72,USD,10.13,32.08
229684,-,BGF Flexible Multi-Asset Fund,15.12,-0.2,2.72,EUR,9.89,54.03
243859,-,BGF Flexible Multi-Asset Fund,35.49,-0.25,2.84,USD,10.99,27.79
228272, ,BGF Global Allocation Fund,49.31,-0.4,2.87,EUR,15.09,154.04
228299, ,BGF Global Allocation Fund,"15,352.07",-0.35,2.63,HUF,14.09,76.69
228333, ,BGF Global Allocation Fund,52.24,-0.04,3.43,USD,12.06,278.78
228294, ,BGF Global Allocation Fund,15.76,-0.06,3.6,AUD,13.17,61.49
228289, ,BGF Global Allocation Fund,11.63,-0.09,3.18,CHF,10.08,17.15
264292,-,BGF Global Allocation Fund,114.75,-0.02,4.49,China OffShore Renminbi,15.09,15.02
228273, ,BGF Global Allocation Fund,35.24,-0.06,3.21,EUR,10.63,62.85
228274, ,BGF Global Allocation Fund,28.17,-0.04,3.33,GBP,11.26,59.81
230109,-,BGF Global Allocation Fund,12.78,-0.08,3.38,HKD,11.57,28.3
228295, ,BGF Global Allocation Fund,15.35,-0.07,3.49,PLN,12.41,54
228280, ,BGF Global Allocation Fund,12.58,-0.08,3.44,SGD,11.97,26.3
228291, ,BGF Global Allocation Fund,48.34,-0.41,2.87,EUR,15.09,110.08
228310, ,BGF Global Allocation Fund,51.22,-0.04,3.44,USD,12.06,30.53
228275, ,BGF Global Allocation Fund,33.02,-0.06,3.21,EUR,10.64,42.34
228296, ,BGF Global Allocation Fund,52.88,-0.41,3.01,EUR,15.98,76.72
228283, ,BGF Global Allocation Fund,56.02,-0.04,3.58,USD,12.9,38.74
241486,-,BGF Global Allocation Fund,16.3,0,3.68,AUD,13.95,35.49
241487,-,BGF Global Allocation Fund,12.04,-0.08,3.25,CHF,10.93,19.84
228282, ,BGF Global Allocation Fund,37.79,-0.05,3.32,EUR,11.46,27.72
241488,-,BGF Global Allocation Fund,29.1,-0.07,3.44,GBP,12.09,24.41
241489,-,BGF Global Allocation Fund,15.88,-0.06,3.65,PLN,13.23,33.78
241490,-,BGF Global Allocation Fund,13.01,-0.08,3.49,SGD,12.79,25.12
241491,-,BGF Global Allocation Fund,48.54,-0.41,3.01,EUR,15.94,52.84
241492,-,BGF Global Allocation Fund,33.16,-0.06,3.32,EUR,11.47,22.11
228652, ,BGF Global Corporate Bond Fund,12.96,-0.46,1.31,USD,5.14,31
228651, ,BGF Global Corporate Bond Fund,12.46,-0.48,1.12,EUR,3.53,25.62
271741,-,BGF Global Corporate Bond Fund,99.07,-0.47,1.04,SEK,3.25,0.16
283768,-,BGF Global Corporate Bond Fund,10.08,-0.4,1.29,SGD,-,1.8
241456,-,BGF Global Corporate Bond Fund,11.32,-0.44,1.43,AUD,6.16,26.73
241457,-,BGF Global Corporate Bond Fund,10.51,-0.47,1.24,CAD,4.75,17.74
241458,-,BGF Global Corporate Bond Fund,10.33,-0.48,1.25,GBP,4.6,15.76
241415,-,BGF Global Corporate Bond Fund,11.41,-0.44,1.6,NZD,6.6,28.65
228653, ,BGF Global Corporate Bond Fund,9.15,-0.44,0.98,EUR,3.45,26.12
241416,-,BGF Global Corporate Bond Fund,10.34,-0.48,1.36,USD,5.16,14.71
230111,-,BGF Global Corporate Bond Fund,10.73,-0.46,1.32,USD,5.09,20.75
230112,-,BGF Global Corporate Bond Fund,82.21,-0.46,1.22,HKD,4.61,19.4
284106,-,BGF Global Corporate Bond Fund,9.74,-0.41,1.27,SGD,-,0.55
246686,-,BGF Global Corporate Bond Fund,10.84,-0.46,1.42,AUD,6.15,21.61
273474,-,BGF Global Corporate Bond Fund,97.42,-0.43,2.33,China OffShore Renminbi,7.9,8.71
271373,-,BGF Global Corporate Bond Fund,9.54,-0.52,1.52,NZD,6.55,9.57
228655, ,BGF Global Corporate Bond Fund,13.46,-0.44,1.34,USD,5.51,63.73
228657, ,BGF Global Corporate Bond Fund,12.92,-0.46,1.16,EUR,3.98,58.11
273475,-,BGF Global Corporate Bond Fund,9.43,-0.42,1.28,GBP,5.07,3.03
229693,-,BGF Global Dynamic Equity Fund,16.99,-0.35,4,EUR,24.45,100.71
229698,-,BGF Global Dynamic Equity Fund,18,0.06,4.55,USD,21.16,79.2
276186,-,BGF Global Dynamic Equity Fund,108.26,0.06,5.62,China OffShore Renminbi,24.53,7.71
229694,-,BGF Global Dynamic Equity Fund,12.44,0,4.29,EUR,19.94,21.35
229690,-,BGF Global Dynamic Equity Fund,16.98,-0.35,4,EUR,24.51,176.03
241484,-,BGF Global Dynamic Equity Fund,18.15,-0.33,4.09,EUR,25.43,76.44
229692,-,BGF Global Dynamic Equity Fund,19.23,0.05,4.65,USD,22.07,50.83
241485,-,BGF Global Dynamic Equity Fund,12.86,0,4.4,EUR,20.85,42.33
253848,-,BGF Global Dynamic Equity Fund,15.36,-0.32,4.09,EUR,25.39,55.7
229706,-,BGF Global Enhanced Equity Yield Fund,12.32,-0.08,4.04,USD,12.16,23.6
229703,-,BGF Global Enhanced Equity Yield Fund,8.19,-0.12,3.79,EUR,10.63,2.88
229171,-,BGF Global Enhanced Equity Yield Fund,10.34,-0.1,4,SGD,11.96,0.39
229707,-,BGF Global Enhanced Equity Yield Fund,5.28,0,4.13,USD,12.26,22.93
229704,-,BGF Global Enhanced Equity Yield Fund,4.06,0,3.82,EUR,10.78,4.72
270404,-,BGF Global Enhanced Equity Yield Fund,8.93,-0.11,4.19,USD,12.25,7.03
270402,-,BGF Global Enhanced Equity Yield Fund,8.87,-0.11,3.98,GBP,11.35,6.29
270403,-,BGF Global Enhanced Equity Yield Fund,88.77,-0.09,4.03,HKD,11.65,6.3
270405,-,BGF Global Enhanced Equity Yield Fund,8.85,-0.11,4.24,AUD,13.17,9.89
270406,-,BGF Global Enhanced Equity Yield Fund,8.81,-0.11,4.04,CAD,11.59,6.16
271612,-,BGF Global Enhanced Equity Yield Fund,90.65,-0.07,5.15,China OffShore Renminbi,15.16,13.91
270407,-,BGF Global Enhanced Equity Yield Fund,8.85,-0.11,4.34,NZD,13.66,11.75
229712,-,BGF Global Enhanced Equity Yield Fund,13.16,-0.08,4.26,USD,13.1,28.63
241498,-,BGF Global Enhanced Equity Yield Fund,8.45,-0.12,3.92,EUR,11.56,19.91
241497,-,BGF Global Enhanced Equity Yield Fund,5.57,0,4.1,USD,12.82,22.95
249552,-,BGF Global Equity Income Fund,14.55,-0.34,4.07,EUR,15.36,58.71
229725,-,BGF Global Equity Income Fund,15.42,0.06,4.67,USD,12.35,54.6
270121,-,BGF Global Equity Income Fund,10.52,0.1,4.35,CHF,10.36,5.5
229731,-,BGF Global Equity Income Fund,13.79,0.07,4.38,EUR,10.91,38.3
229724,-,BGF Global Equity Income Fund,16.33,0.06,4.74,PLN,12.44,63.6
229732,-,BGF Global Equity Income Fund,14.32,0.07,4.59,SGD,12.1,43.6
229726,-,BGF Global Equity Income Fund,12.14,-0.25,4.02,EUR,15.33,77.4
286067,-,BGF Global Equity Income Fund,10.65,0.09,-,EUR,-,-
229175,-,BGF Global Equity Income Fund,10.46,0.1,4.16,GBP,25.43,99.14
228639, ,BGF Global Equity Income Fund,12.74,0.08,4.59,USD,12.26,54.44
229733,-,BGF Global Equity Income Fund,11.67,0.09,4.37,EUR,10.82,36.82
229734,-,BGF Global Equity Income Fund,12.29,0.08,4.58,SGD,12.13,43.61
229727,-,BGF Global Equity Income Fund,13.05,0.08,4.67,USD,12.24,42.3
268485,-,BGF Global Equity Income Fund,96.69,0.09,5.69,China OffShore Renminbi,15.32,14.14
259500,-,BGF Global Equity Income Fund,102.09,0.07,4.56,HKD,11.79,12.97
256059,-,BGF Global Equity Income Fund,10.54,0,4.57,SGD,12.07,18.71
256057,-,BGF Global Equity Income Fund,10.52,0.1,4.77,AUD,13.3,25.54
273396,-,BGF Global Equity Income Fund,102.09,0.1,5.69,China OffShore Renminbi,15.31,13.04
260711,-,BGF Global Equity Income Fund,105.55,0.12,5.62,ZAR,19.32,32.85
229728,-,BGF Global Equity Income Fund,16.16,0.06,4.79,USD,13.21,65.89
245707,-,BGF Global Equity Income Fund,12.82,0.08,4.39,CHF,11.16,28.5
241665,-,BGF Global Equity Income Fund,14.25,0.07,4.54,EUR,11.73,33.05
241666,-,BGF Global Equity Income Fund,16.88,0.12,4.84,PLN,13.34,45.52
241667,-,BGF Global Equity Income Fund,14.8,0.07,4.73,SGD,12.95,36.18
253850,-,BGF Global Equity Income Fund,13.54,-0.29,4.23,EUR,16.27,49.3
241670,-,BGF Global Equity Income Fund,10.83,0,4.32,GBP,26.5,78.59
241671,-,BGF Global Equity Income Fund,13.18,0.08,4.76,USD,13.14,36.69
241753,-,BGF Global Equity Income Fund,12.06,0,4.58,EUR,11.73,33.29
241669,-,BGF Global Equity Income Fund,8.06,0,4.66,GBP,12.11,35.78
229738,-,BGF Global Government Bond Fund,20.02,-0.15,0.21,USD,0.71,80.79
229181,-,BGF Global Government Bond Fund,18.73,-0.16,-0.05,EUR,-0.85,68.86
229178,-,BGF Global Government Bond Fund,27.79,-0.11,0.21,USD,0.72,348.76
229744,-,BGF Global Government Bond Fund,25.57,-0.16,-0.04,EUR,-0.85,-
229179,-,BGF Global Government Bond Fund,20.06,-0.1,0.26,USD,0.76,59.04
229182,-,BGF Global Government Bond Fund,18.57,-0.16,0,EUR,-0.81,43.7
284719,-,BGF Global Government Bond Fund,9.66,-0.1,0.09,GBP,-,-
284720,-,BGF Global Government Bond Fund,96.73,-0.13,0.14,HKD,-,-
229742,-,BGF Global Government Bond Fund,28.45,-0.14,0.28,USD,1.09,24.07
229747,-,BGF Global Government Bond Fund,26.51,-0.15,0.04,EUR,-0.48,38.16
243860,-,BGF Global Government Bond Fund,20.08,-0.15,0.31,USD,1.1,15.58
243880,-,BGF Global Government Bond Fund,18.59,-0.16,0.06,EUR,-0.46,12.48
229185,-,BGF Global High Yield Bond Fund,7.9,-0.38,2.56,USD,16.69,66.05
229190,-,BGF Global High Yield Bond Fund,5.54,-0.36,2.4,EUR,15.04,119.78
229755,-,BGF Global High Yield Bond Fund,23.11,-0.43,2.56,USD,16.59,67.82
229191,-,BGF Global High Yield Bond Fund,16.15,-0.43,2.33,EUR,15.07,118.55
229758,-,BGF Global High Yield Bond Fund,17.21,-0.46,2.42,GBP,16,42.99
244124,-,BGF Global High Yield Bond Fund,13,-0.38,2.67,PLN,17.2,30.8
230114,-,BGF Global High Yield Bond Fund,12.78,-0.39,2.31,SEK,14.81,28.7
229756,-,BGF Global High Yield Bond Fund,7.94,-0.5,2.55,USD,16.46,65.76
229759,-,BGF Global High Yield Bond Fund,5.48,-0.54,2.23,EUR,15.12,94.96
270728,-,BGF Global High Yield Bond Fund,11.65,-0.85,2,EUR,19.79,29.49
228328, ,BGF Global High Yield Bond Fund,7.19,-0.42,2.56,USD,16.69,29.92
230113,-,BGF Global High Yield Bond Fund,55.53,-0.41,2.48,HKD,16.05,32.97
246684,-,BGF Global High Yield Bond Fund,7.11,-0.42,2.63,AUD,17.77,27.18
260725,-,BGF Global High Yield Bond Fund,92.8,-0.35,3.61,ZAR,24.48,30.74
229189,-,BGF Global High Yield Bond Fund,24.22,-0.37,2.7,USD,17.33,106.18
229194,-,BGF Global High Yield Bond Fund,16.86,-0.41,2.41,EUR,15.76,99.88
229762,-,BGF Global High Yield Bond Fund,17.84,-0.45,2.57,GBP,16.7,79.6
241677,-,BGF Global High Yield Bond Fund,7.99,-0.37,2.76,USD,17.39,27.85
241675,-,BGF Global High Yield Bond Fund,5.51,-0.54,2.32,EUR,15.75,23.98
264650,-,BGF Global High Yield Bond Fund,9.47,-0.42,2.58,GBP,16.69,8.89
228341, ,BGF Global Inflation Linked Bond Fund,14.13,-0.07,0.78,USD,7.61,42.8
228342, ,BGF Global Inflation Linked Bond Fund,13.53,-0.07,0.51,EUR,5.97,36.7
228343, ,BGF Global Inflation Linked Bond Fund,13.72,-0.07,0.8,USD,7.61,41.17
228348, ,BGF Global Inflation Linked Bond Fund,14.52,-0.07,0.89,USD,8.03,34.59
228347, ,BGF Global Inflation Linked Bond Fund,13.89,-0.07,0.57,EUR,6.44,36.31
241681,-,BGF Global Inflation Linked Bond Fund,13.73,-0.07,0.84,USD,8.03,13.65
271614,-,BGF Global Multi-Asset Income Fund,11.8,-0.34,4.03,EUR,3.93,11.32
230304,-,BGF Global Multi-Asset Income Fund,12.5,0,2.29,USD,10.89,25.2
283038,-,BGF Global Multi-Asset Income Fund,10.66,-0.09,2,CHF,-,6.9
264288,-,BGF Global Multi-Asset Income Fund,10.34,0,2.07,EUR,9.28,3.6
275467,-,BGF Global Multi-Asset Income Fund,9.68,-0.41,4.05,EUR,3.83,-0.62
279636,-,BGF Global Multi-Asset Income Fund,10.21,0,2.3,USD,10.98,7.21
283039,-,BGF Global Multi-Asset Income Fund,10.39,0,1.96,CHF,-,6.78
261608,-,BGF Global Multi-Asset Income Fund,9.27,0,1.98,EUR,9.33,5.79
284105,-,BGF Global Multi-Asset Income Fund,10.3,0,2.28,USD,-,5.83
256060,-,BGF Global Multi-Asset Income Fund,10.11,0,2.43,AUD,11.99,21.01
251179,-,BGF Global Multi-Asset Income Fund,9.2,0,2.22,SGD,10.89,12.11
230305,-,BGF Global Multi-Asset Income Fund,9.66,-0.1,2.3,USD,10.91,25.21
271076,-,BGF Global Multi-Asset Income Fund,9.04,0,2.06,EUR,9.5,3.12
230306,-,BGF Global Multi-Asset Income Fund,95.66,-0.02,2.23,HKD,10.44,23.84
256058,-,BGF Global Multi-Asset Income Fund,9.3,0,2.25,SGD,10.77,14.51
246685,-,BGF Global Multi-Asset Income Fund,9.74,0,2.45,AUD,12.09,20.94
259502,-,BGF Global Multi-Asset Income Fund,9.08,0,2.2,CAD,10.47,10.09
277140,-,BGF Global Multi-Asset Income Fund,98.66,0.01,3.33,China OffShore Renminbi,13.92,11.08
259501,-,BGF Global Multi-Asset Income Fund,9.12,-0.11,2.08,GBP,10.27,9.27
256061,-,BGF Global Multi-Asset Income Fund,9.32,0,2.47,NZD,12.61,23.65
237604,-,BGF Global Multi-Asset Income Fund,12.53,0,2.45,USD,11.75,25.5
283036,-,BGF Global Multi-Asset Income Fund,10.74,0,2.09,CHF,-,7.6
264285,-,BGF Global Multi-Asset Income Fund,10.57,0,2.12,EUR,10.2,5.9
283031,-,BGF Global Multi-Asset Income Fund,10.46,0,2.14,CHF,-,7.6
255662,-,BGF Global Multi-Asset Income Fund,9.86,-0.1,2.17,EUR,10.21,16.61
259503,-,BGF Global Multi-Asset Income Fund,9.96,0,2.46,USD,11.78,12.52
229197,-,BGF Global Opportunities Fund,42.66,-0.61,4.95,EUR,22.66,74.23
229769,-,BGF Global Opportunities Fund,45.19,-0.24,5.49,USD,19.37,349.01
271618,-,BGF Global Opportunities Fund,11.1,-0.27,5.51,SGD,19.23,11
271620,-,BGF Global Opportunities Fund,13.7,-0.29,5.01,GBP,33.43,34.1
271619,-,BGF Global Opportunities Fund,11.06,-0.27,5.53,USD,19.44,10.6
243869,-,BGF Global Opportunities Fund,44.31,-0.61,5.06,EUR,23.54,70.61
229199,-,BGF Global Opportunities Fund,46.95,-0.23,5.63,USD,20.28,62.07
271621,-,BGF Global Opportunities Fund,13.78,-0.29,5.07,GBP,34.39,36.23
229772,-,BGF Global SmallCap Fund,84.99,-0.99,3.06,EUR,27.96,257
229773,-,BGF Global SmallCap Fund,90.04,-0.63,3.63,USD,24.58,841.06
260712,-,BGF Global SmallCap Fund,10.36,-0.67,3.73,AUD,25.56,5.6
229777,-,BGF Global SmallCap Fund,90.67,-0.98,3.19,EUR,28.93,143.3
229202,-,BGF India Fund,29.84,-0.4,11,EUR,36.89,291.9
229782,-,BGF India Fund,31.61,-0.03,11.58,USD,33.33,74.15
229203,-,BGF India Fund,26.1,-0.11,11.06,GBP,49.04,152.31
228323, ,BGF India Fund,32.18,-0.4,11.13,EUR,37.97,118.51
229783,-,BGF India Fund,34.1,-0.03,11.73,USD,34.31,87.48
243861,-,BGF India Fund,26.95,-0.07,11.14,GBP,50.06,102.36
229280,-,BGF Japan Flexible Equity Fund,11.19,-0.44,5.12,EUR,24.61,49.73
