portfolioId,Ticker,Name,NAV,ChangePercent,ChangePercentYTD,Ccy,1Y,Incept
229814,-,BGF Japan Flexible Equity Fund,"1,361.00",0.22,2.36,JPY,20.58,28.79
229815,-,BGF Japan Flexible Equity Fund,11.85,-0.08,6.49,USD,21.28,19.7
229283,-,BGF Japan Flexible Equity Fund,8.53,0.24,2.07,EUR,19.15,-19.77
254578,-,BGF Japan Flexible Equity Fund,13.03,0.31,2.31,USD,20.47,28.3
229281,-,BGF Japan Flexible Equity Fund,9.62,-0.1,4.74,GBP,35.47,84.5
241686,-,BGF Japan Flexible Equity Fund,12.03,-0.41,5.2,EUR,25.44,81.88
229821,-,BGF Japan Flexible Equity Fund,"1,463.00",0.21,2.42,JPY,21.4,2.93
241687,-,BGF Japan Flexible Equity Fund,12.74,-0.08,6.63,USD,22.13,48.82
241688,-,BGF Japan Flexible Equity Fund,8.82,0.23,2.24,EUR,20.19,104.46
241689,-,BGF Japan Flexible Equity Fund,9.76,-0.1,4.89,GBP,36.62,94.74
229802,-,BGF Japan Small & MidCap Opportunities Fund,53.04,-0.19,4.94,EUR,25.02,88.08
229803,-,BGF Japan Small & MidCap Opportunities Fund,"6,454.00",0.48,2.18,JPY,20.98,352
229277,-,BGF Japan Small & MidCap Opportunities Fund,56.2,0.2,6.44,USD,21.69,465.5
229800,-,BGF Japan Small & MidCap Opportunities Fund,42.08,0.48,2.02,EUR,19.87,-10.5
253389,-,BGF Japan Small & MidCap Opportunities Fund,12.12,0.41,2.15,USD,21.3,19
229804,-,BGF Japan Small & MidCap Opportunities Fund,46.09,0.15,4.66,GBP,36.01,659.09
229279,-,BGF Japan Small & MidCap Opportunities Fund,56.86,-0.18,5.09,EUR,25.96,40.76
229808,-,BGF Japan Small & MidCap Opportunities Fund,"6,918.00",0.49,2.3,JPY,21.88,111.16
241684,-,BGF Japan Small & MidCap Opportunities Fund,60.24,0.2,6.58,USD,22.62,67.71
241683,-,BGF Japan Small & MidCap Opportunities Fund,43.49,0.46,2.15,EUR,20.76,131.93
241685,-,BGF Japan Small & MidCap Opportunities Fund,47.02,0.15,4.8,GBP,37.09,119.62
229826,-,BGF Latin American Fund,56.93,-2.22,11.7,EUR,46.18,359.78
229285,-,BGF Latin American Fund,49.53,-1.9,11.78,GBP,59.05,590.32
229286,-,BGF Latin American Fund,60.32,-1.84,12.3,USD,42.3,349.46
260713,-,BGF Latin American Fund,9.36,-1.89,12.22,AUD,41.97,-3.6
229834,-,BGF Latin American Fund,5.97,-1.97,12,CHF,39.68,-38.4
230117,-,BGF Latin American Fund,8.27,-1.9,12.25,HKD,41.76,-14.8
229835,-,BGF Latin American Fund,8.04,-1.83,12.35,PLN,41.54,-17.2
229836,-,BGF Latin American Fund,5.92,-1.99,12.34,SGD,41.2,-39
229827,-,BGF Latin American Fund,54.46,-2.21,11.69,EUR,46.18,95.88
229829,-,BGF Latin American Fund,46.64,-1.89,11.77,GBP,59.02,244.75
229289,-,BGF Latin American Fund,61.51,-2.21,11.85,EUR,47.29,37.76
241759,-,BGF Latin American Fund,53.52,-1.89,11.92,GBP,60.21,6.67
229832,-,BGF Latin American Fund,65.17,-1.84,12.44,USD,43.36,34.5
241755,-,BGF Latin American Fund,6.17,-1.75,11.99,CHF,40.8,-22.37
241754,-,BGF Latin American Fund,49.22,-1.83,12.2,EUR,42.89,-19.34
241758,-,BGF Latin American Fund,39.98,-1.91,12.26,GBP,42.69,-18.46
241756,-,BGF Latin American Fund,8.31,-1.89,12.48,PLN,42.43,-14.57
242995,-,BGF Latin American Fund,6.12,-1.92,12.3,SGD,42.21,-19.75
241760,-,BGF Latin American Fund,54.63,-2.2,11.81,EUR,47.23,0.72
241757,-,BGF Latin American Fund,46.77,-1.89,11.9,GBP,60.23,6.66
230004,-,BGF Natural Resources Growth & Income Fund,7.87,-1.63,1.24,USD,33.55,-18.4
284015,-,BGF Natural Resources Growth & Income Fund,10.61,-1.58,1.3,USD,-,11.79
230002,-,BGF Natural Resources Growth & Income Fund,6.59,-1.64,1.19,USD,33.53,-15.44
271262,-,BGF Natural Resources Growth & Income Fund,6.02,-1.95,0.81,EUR,37.35,11.33
230003,-,BGF Natural Resources Growth & Income Fund,6.38,-1.54,1.38,USD,33.67,-19.22
229298,-,BGF New Energy Fund,7.58,-0.52,4.54,EUR,14.46,-31.9
229299,-,BGF New Energy Fund,8.03,-0.25,5.08,USD,11.48,-28.92
229871,-,BGF New Energy Fund,7.56,-0.53,4.55,EUR,14.5,40.86
229300,-,BGF New Energy Fund,6.6,-0.15,4.68,GBP,24.81,12.88
229877,-,BGF New Energy Fund,8.25,-0.6,4.81,EUR,15.48,7.81
229878,-,BGF New Energy Fund,8.74,-0.23,5.28,USD,12.42,-10.5
243863,-,BGF New Energy Fund,7.69,-0.52,4.76,EUR,15.24,61.91
229879,-,BGF New Energy Fund,6.8,-0.29,4.7,GBP,25.61,39.36
228493, ,BGF North American Equity Income Fund,15.92,-0.31,3.31,USD,24.02,59
228490, ,BGF North American Equity Income Fund,14.48,-0.34,3.36,USD,24,58.2
228492, ,BGF North American Equity Income Fund,16.53,-0.3,3.45,USD,24.89,65.1
246661,-,BGF North American Equity Income Fund,18.81,-0.37,2.97,GBP,39.63,98.01
244013,-,BGF North American Equity Income Fund,9.25,-0.32,3.35,GBP,23.87,56.85
229883,-,BGF Pacific Equity Fund,32.98,-0.81,7.93,EUR,29.06,-
229303,-,BGF Pacific Equity Fund,28.69,-0.49,8.04,GBP,40.47,188.84
229884,-,BGF Pacific Equity Fund,34.93,-0.46,8.53,USD,25.67,251
229306,-,BGF Pacific Equity Fund,35.76,-0.8,8.07,EUR,30.05,73.75
229307,-,BGF Pacific Equity Fund,37.89,-0.45,8.68,USD,26.61,44.39
257308,-,BGF Renminbi Bond Fund,11.87,0,2.24,CHF,2.95,12.74
228558, ,BGF Renminbi Bond Fund,-,-,1.81,China OffShore Renminbi,7.17,27.26
228559, ,BGF Renminbi Bond Fund,11.72,0.17,3.6,USD,2.52,18.1
250691,-,BGF Renminbi Bond Fund,-,-,1.81,China OffShore Renminbi,7.16,16.46
250692,-,BGF Renminbi Bond Fund,75.98,0.11,3.61,HKD,2.31,5.41
228560, ,BGF Renminbi Bond Fund,9.78,0.1,3.49,USD,2.45,18.09
243867,-,BGF Renminbi Bond Fund,79.92,-0.1,1.86,China OffShore Renminbi,7.55,22.72
228438, ,BGF Renminbi Bond Fund,11.58,0.09,3.64,USD,2.82,16.7
228315, ,BGF Renminbi Bond Fund,9.83,0.2,3.54,USD,2.83,20.32
228528, ,BGF Swiss Small & MidCap Opportunities Fund,385.85,-0.45,8.15,CHF,27.59,159.27
228529, ,BGF Swiss Small & MidCap Opportunities Fund,411.48,-0.45,8.28,CHF,28.55,176.44
277132,-,BGF Swiss Small & MidCap Opportunities Fund,13.09,-0.46,8.31,CHF,28.59,29.1
228530, ,BGF United Kingdom Fund,110.53,-0.71,1.85,EUR,7.51,81.32
228539, ,BGF United Kingdom Fund,96.17,-0.39,1.92,GBP,16.97,"1,297.09"
228540, ,BGF United Kingdom Fund,117.1,-0.34,2.4,USD,4.67,126.67
228532, ,BGF United Kingdom Fund,82.63,-0.39,1.92,GBP,16.97,"1,292.91"
228538, ,BGF United Kingdom Fund,118.5,-0.7,1.98,EUR,8.33,77.4
228534, ,BGF United Kingdom Fund,103.1,-0.4,2.05,GBP,17.88,74.72
241769,-,BGF United Kingdom Fund,99.41,-0.39,2.05,GBP,17.85,52.15
241783,-,BGF United Kingdom Fund,125.54,-0.34,2.53,USD,5.46,17.36
241770,-,BGF United Kingdom Fund,83.04,-0.4,2.05,GBP,17.86,52.16
228550, ,BGF US Basic Value Fund,76.74,-0.94,1.1,EUR,31.23,135.71
228566, ,BGF US Basic Value Fund,66.77,-0.63,1.17,GBP,42.77,155.26
228551, ,BGF US Basic Value Fund,81.3,-0.57,1.65,USD,27.75,262.51
281111,-,BGF US Basic Value Fund,121.04,0.4,-0.54,China OffShore Renminbi,29.2,22.42
228576, ,BGF US Basic Value Fund,56.36,-0.58,1.44,EUR,26.59,74.43
228581, ,BGF US Basic Value Fund,16,-0.56,1.57,SGD,27.49,61.4
228640, ,BGF US Basic Value Fund,76.32,-0.93,1.09,EUR,31.23,132.63
228552, ,BGF US Basic Value Fund,66.31,-0.61,1.16,GBP,42.77,193.08
229309,-,BGF US Basic Value Fund,80.86,-0.57,1.64,USD,27.74,167.54
243881,-,BGF US Basic Value Fund,83.14,-0.93,1.22,EUR,32.2,98.55
243882,-,BGF US Basic Value Fund,72.34,-0.62,1.29,GBP,43.85,108.43
228578, ,BGF US Basic Value Fund,88.08,-0.56,1.76,USD,28.71,70.43
243866,-,BGF US Basic Value Fund,58.23,-0.6,1.57,EUR,27.58,58.42
243864,-,BGF US Basic Value Fund,77.11,-0.94,1.22,EUR,32.19,98.55
243865,-,BGF US Basic Value Fund,66.97,-0.62,1.3,GBP,43.84,108.4
243889,-,BGF US Basic Value Fund,81.7,-0.56,1.78,USD,28.7,60.67
228565, ,BGF US Dollar Core Bond Fund,16.68,-0.06,1.21,USD,1.8,57.85
228548, ,BGF US Dollar Core Bond Fund,30.98,-0.06,1.2,USD,1.76,288.11
228571, ,BGF US Dollar Core Bond Fund,16.69,-0.06,1.15,USD,1.73,60.43
284725,-,BGF US Dollar Core Bond Fund,9.57,0,1.14,GBP,-,-
284726,-,BGF US Dollar Core Bond Fund,96.66,-0.08,1.09,HKD,-,-
228557, ,BGF US Dollar Core Bond Fund,31.83,-0.06,1.26,USD,2.2,22.84
280500,-,BGF US Dollar Core Bond Fund,10.2,-0.1,1.08,GBP,1.68,2.7
228401, ,BGF US Dollar Core Bond Fund,16.69,-0.06,1.28,USD,2.2,21.76
228563, ,BGF US Dollar High Yield Bond Fund,5.79,-0.52,2.57,USD,17.19,144.84
228564, ,BGF US Dollar High Yield Bond Fund,30.69,-0.39,2.62,USD,17.17,209.2
228400, ,BGF US Dollar High Yield Bond Fund,15.53,-0.38,2.69,AUD,18.31,56.4
269096,-,BGF US Dollar High Yield Bond Fund,10.4,-0.38,2.24,CHF,15.04,4.8
228556, ,BGF US Dollar High Yield Bond Fund,200.5,-0.43,2.37,EUR,15.75,66.71
228399, ,BGF US Dollar High Yield Bond Fund,13.51,-0.37,2.56,SGD,17.02,36.1
228409, ,BGF US Dollar High Yield Bond Fund,5.85,-0.51,2.73,USD,17.26,109.77
228398, ,BGF US Dollar High Yield Bond Fund,11.5,-0.43,2.76,AUD,18.33,55.66
235473,-,BGF US Dollar High Yield Bond Fund,10.31,-0.48,2.49,CAD,16.62,29.13
230310,-,BGF US Dollar High Yield Bond Fund,9.94,-0.4,2.35,EUR,15.73,24.44
230311,-,BGF US Dollar High Yield Bond Fund,10.17,-0.49,2.51,GBP,16.55,27.65
241418,-,BGF US Dollar High Yield Bond Fund,11.19,-0.44,2.82,NZD,18.83,39.27
228397, ,BGF US Dollar High Yield Bond Fund,10,-0.4,2.54,SGD,17.16,35.43
228404, ,BGF US Dollar High Yield Bond Fund,11.3,-0.44,2.43,GBP,16.56,43.8
228393, ,BGF US Dollar High Yield Bond Fund,5.29,-0.38,2.64,USD,17.03,33.35
228410, ,BGF US Dollar High Yield Bond Fund,40.68,-0.42,2.52,HKD,16.61,27.55
280499,-,BGF US Dollar High Yield Bond Fund,10.03,-0.4,2.5,SGD,17,10.38
246709,-,BGF US Dollar High Yield Bond Fund,9.85,-0.4,2.7,AUD,18.38,27.76
260726,-,BGF US Dollar High Yield Bond Fund,93.47,-0.35,3.65,ZAR,25.12,31.43
228396, ,BGF US Dollar High Yield Bond Fund,31.88,-0.41,2.72,USD,17.87,47
244007,-,BGF US Dollar High Yield Bond Fund,15.98,-0.44,2.81,AUD,19.01,37.05
269097,-,BGF US Dollar High Yield Bond Fund,10.55,-0.47,2.41,CHF,15.78,6.4
228395, ,BGF US Dollar High Yield Bond Fund,208.38,-0.42,2.47,EUR,16.41,52.27
244029,-,BGF US Dollar High Yield Bond Fund,13.85,-0.43,2.72,SGD,17.81,26.45
228402, ,BGF US Dollar High Yield Bond Fund,10.03,-0.4,2.75,USD,17.82,39.93
244030,-,BGF US Dollar High Yield Bond Fund,10.04,-0.4,2.63,SGD,17.71,26.4
228403, ,BGF US Dollar High Yield Bond Fund,11.29,-0.44,2.61,GBP,17.36,48.6
228335, ,BGF US Dollar Reserve Fund,151.26,0,0.07,USD,0.27,61.92
228334, ,BGF US Dollar Reserve Fund,189.91,-0.01,-0.05,GBP,-0.29,89.94
244026,-,BGF US Dollar Reserve Fund,190.28,-0.01,-0.02,GBP,-0.12,0.34
228579, ,BGF US Dollar Short Duration Bond Fund,8.55,0,0.62,USD,1.82,30.48
228575, ,BGF US Dollar Short Duration Bond Fund,13.04,-0.08,0.62,USD,1.79,30.6
244102,-,BGF US Dollar Short Duration Bond Fund,10.16,-0.1,0.3,EUR,0.2,1.8
228589, ,BGF US Dollar Short Duration Bond Fund,8.07,-0.37,0.01,EUR,4.55,23.11
228337, ,BGF US Dollar Short Duration Bond Fund,8.55,0,0.62,USD,1.82,10.78
264287,-,BGF US Dollar Short Duration Bond Fund,9.83,-0.1,0.58,SGD,1.62,2.79
244014,-,BGF US Dollar Short Duration Bond Fund,13.24,0,0.61,USD,2.08,6.17
283924,-,BGF US Dollar Short Duration Bond Fund,10.01,-0.1,0.4,EUR,-,0.3
229892,-,BGF US Dollar Short Duration Bond Fund,9.81,0,0.64,USD,2.05,11.58
228607, ,BGF US Flexible Equity Fund,27.84,-0.57,5.85,EUR,28.39,173.25
228610, ,BGF US Flexible Equity Fund,29.49,-0.2,6.45,USD,24.99,193.6
281112,-,BGF US Flexible Equity Fund,112.58,-0.19,2.44,China OffShore Renminbi,24.53,17.88
228608, ,BGF US Flexible Equity Fund,20.33,-0.25,6.24,EUR,23.78,86.29
228613, ,BGF US Flexible Equity Fund,27.86,-0.54,5.89,EUR,28.36,208.46
228609, ,BGF US Flexible Equity Fund,24.21,-0.25,5.93,GBP,39.67,208.1
228614, ,BGF US Flexible Equity Fund,20.4,-0.24,6.22,EUR,23.75,135.19
228620, ,BGF US Flexible Equity Fund,30.26,-0.56,5.99,EUR,29.32,127.02
228619, ,BGF US Flexible Equity Fund,32.05,-0.22,6.58,USD,25.89,88.65
228621, ,BGF US Flexible Equity Fund,22.08,-0.23,6.39,EUR,24.73,65.84
244023,-,BGF US Flexible Equity Fund,28.59,-0.59,6,EUR,29.35,111.76
244024,-,BGF US Flexible Equity Fund,24.86,-0.24,6.09,GBP,40.7,124.61
228597, ,BGF US Government Mortgage Fund,9.43,-0.21,0.5,USD,-0.11,424.68
228598, ,BGF US Government Mortgage Fund,18.53,-0.22,0.59,USD,0,430.44
228603, ,BGF US Government Mortgage Fund,9.44,-0.21,0.5,USD,-0.11,54.02
228596, ,BGF US Government Mortgage Fund,19.03,-0.21,0.63,USD,0.37,23.9
229896,-,BGF US Government Mortgage Fund,9.46,-0.21,0.66,USD,0.25,15.89
228606, ,BGF US Growth Fund,15.22,-0.52,7.92,EUR,22.51,146.02
228593, ,BGF US Growth Fund,16.13,-0.12,8.52,USD,19.24,60.5
255011,-,BGF US Growth Fund,14.98,-0.2,8.28,EUR,17.68,49.1
249678,-,BGF US Growth Fund,19.05,-0.52,7.98,EUR,22.51,93.71
244008,-,BGF US Growth Fund,16.31,-0.49,8.14,EUR,23.46,107.82
228595, ,BGF US Growth Fund,17.28,-0.12,8.66,USD,20.13,72.59
253849,-,BGF US Growth Fund,18.37,-0.54,8.05,EUR,23.38,82.6
228543, ,BGF US Small & MidCap Opportunities Fund,192.23,-0.83,4.51,EUR,26.16,116.72
228531, ,BGF US Small & MidCap Opportunities Fund,203.65,-0.46,5.08,USD,22.81,"1,980.07"
260714,-,BGF US Small & MidCap Opportunities Fund,12.2,-0.41,5.23,AUD,24.06,22.7
244015,-,BGF US Small & MidCap Opportunities Fund,205.95,-0.82,4.64,EUR,27.11,116.12
228536, ,BGF US Small & MidCap Opportunities Fund,218.19,-0.46,5.21,USD,23.75,104.87
229903,-,BGF World Agriculture Fund,12.7,0.47,2.4,HKD,15.76,27.8
229904,-,BGF World Agriculture Fund,12.7,0.47,2.32,USD,15.96,27.9
228321, ,BGF World Agriculture Fund,11.88,0.59,2.05,EUR,14.78,19.6
229910,-,BGF World Agriculture Fund,10.46,0.58,2.43,PLN,16.35,5.3
229911,-,BGF World Agriculture Fund,12.23,0.49,2.24,SGD,15.91,23.1
229912,-,BGF World Agriculture Fund,11.77,0.51,2.07,EUR,14.81,13.09
229913,-,BGF World Agriculture Fund,11.67,0.52,2.26,GBP,14.84,18.53
229906,-,BGF World Agriculture Fund,12.63,0.16,1.93,EUR,19.92,61.99
243783,-,BGF World Agriculture Fund,103.94,0.52,2.54,HKD,16.62,12.85
229907,-,BGF World Agriculture Fund,13.38,0.53,2.43,USD,16.83,8.28
229914,-,BGF World Agriculture Fund,12.44,0.48,2.2,EUR,15.7,-7.89
241773,-,BGF World Agriculture Fund,8.07,0.5,2.39,GBP,15.81,11.83
241772,-,BGF World Agriculture Fund,12.64,0.56,2.42,SGD,16.8,12.37
241774,-,BGF World Agriculture Fund,11.96,0.5,2.12,EUR,15.57,9.9
241784,-,BGF World Agriculture Fund,11.85,0.51,2.31,GBP,15.73,11.8
228498, ,BGF World Bond Fund,55.05,-0.29,0.59,USD,1.61,52.42
228497, ,BGF World Bond Fund,72.94,-0.27,0.6,USD,1.62,729.42
228502, ,BGF World Bond Fund,186.57,-0.29,0.35,EUR,0.04,39.11
240293,-,BGF World Bond Fund,11.27,-0.27,0.44,GBP,1.07,13.6
228499, ,BGF World Bond Fund,54.93,-0.27,0.59,USD,1.62,51.41
284724,-,BGF World Bond Fund,9.54,-0.31,0.5,GBP,-,-
284723,-,BGF World Bond Fund,96.46,-0.28,0.51,HKD,-,-
286066,-,BGF World Bond Fund,100.82,-0.18,-,CNY,-,-
228501, ,BGF World Bond Fund,75.87,-0.28,0.67,USD,2.03,49.7
250981,-,BGF World Bond Fund,10.12,-0.39,0.29,CHF,-0.1,2.1
244025,-,BGF World Bond Fund,189.7,-0.29,0.42,EUR,0.44,10.92
246653,-,BGF World Bond Fund,11.18,-0.36,0.62,GBP,1.53,12.8
244009,-,BGF World Bond Fund,55,-0.27,0.65,USD,2.03,14.27
229319,-,BGF World Energy Fund,16.05,-3.49,-6.57,EUR,28.47,49.19
229918,-,BGF World Energy Fund,17,-3.19,-6.01,USD,25.07,76.6
260721,-,BGF World Energy Fund,7.09,-3.27,-5.87,AUD,25.98,-26.3
229925,-,BGF World Energy Fund,5.33,-3.27,-6.26,CHF,23.11,-44.6
229926,-,BGF World Energy Fund,4.99,-3.29,-6.32,EUR,23.87,-48.1
230129,-,BGF World Energy Fund,8.17,-3.31,-6.08,HKD,24.63,-15
229927,-,BGF World Energy Fund,4.96,-3.31,-6.01,SGD,24.94,-48.4
228339, ,BGF World Energy Fund,15.92,-3.52,-6.56,EUR,28.49,34.15
229320,-,BGF World Energy Fund,13.8,-3.23,-6.46,GBP,39.83,96.87
229321,-,BGF World Energy Fund,17.43,-3.54,-6.41,EUR,29.4,2.15
229924,-,BGF World Energy Fund,18.47,-3.2,-5.89,USD,26,-15.09
244011,-,BGF World Energy Fund,5.5,-3.17,-6.08,CHF,24.08,-21.1
229325,-,BGF World Energy Fund,5.33,-3.27,-6.1,EUR,24.77,-51.19
244010,-,BGF World Energy Fund,5.13,-3.21,-6,SGD,25.71,-17.87
244019,-,BGF World Energy Fund,16.03,-3.55,-6.42,EUR,29.46,1.53
229322,-,BGF World Energy Fund,13.99,-3.25,-6.32,GBP,40.91,-14.15
244031,-,BGF World Energy Fund,16.98,-3.19,-5.92,USD,25.98,-16.96
229935,-,BGF World Financials Fund,21.84,-0.23,4.68,EUR,40.5,88.64
229936,-,BGF World Financials Fund,23.14,0.17,5.28,USD,36.82,125.2
244016,-,BGF World Financials Fund,23.45,-0.26,4.83,EUR,41.53,74.98
229939,-,BGF World Financials Fund,24.85,0.16,5.41,USD,37.78,-8.48
229332,-,BGF World Gold Fund,27.49,-0.18,6.15,EUR,26.64,343.43
229941,-,BGF World Gold Fund,29.13,0.21,6.74,USD,23.28,215.1
260722,-,BGF World Gold Fund,9.25,0.22,6.72,AUD,22.67,0.1
229949,-,BGF World Gold Fund,5.01,0.2,6.05,CHF,19.34,-45.7
229950,-,BGF World Gold Fund,4.75,0.21,6.2,EUR,20.09,-48.6
230130,-,BGF World Gold Fund,5.79,0.17,6.63,HKD,22.46,-37.3
285323,-,BGF World Gold Fund,87.02,0.2,-,PLN,-,-
229951,-,BGF World Gold Fund,5.16,0.19,6.48,SGD,21,-44.1
228338, ,BGF World Gold Fund,27.49,-0.18,6.15,EUR,26.64,25.2
229942,-,BGF World Gold Fund,29.12,0.17,6.74,USD,23.33,-43.09
229947,-,BGF World Gold Fund,29.87,-0.17,6.29,EUR,27.59,14.71
229333,-,BGF World Gold Fund,31.65,0.22,6.87,USD,24.2,-4.7
229953,-,BGF World Gold Fund,5.23,0.19,6.19,CHF,20.17,-58.57
229954,-,BGF World Gold Fund,5.1,0.2,6.36,EUR,21.05,-44.8
243795,-,BGF World Gold Fund,18.47,0.22,6.43,GBP,23.64,-43.24
243794,-,BGF World Gold Fund,5.34,0.38,6.65,SGD,21.73,-44.78
243796,-,BGF World Gold Fund,28.35,-0.18,6.32,EUR,27.61,-29.86
229337,-,BGF World Healthscience Fund,33.63,-0.06,8.51,EUR,15.5,199.19
229338,-,BGF World Healthscience Fund,35.63,0.31,9.09,USD,12.41,254.1
260718,-,BGF World Healthscience Fund,12.52,0.32,9.22,AUD,13.4,24.4
276187,-,BGF World Healthscience Fund,97.28,0.34,10.18,China OffShore Renminbi,15.45,-3.39
264284,-,BGF World Healthscience Fund,125.82,0.3,9.03,HKD,11.92,25.08
264124,-,BGF World Healthscience Fund,12.62,0.32,9.04,SGD,12.25,25.5
244017,-,BGF World Healthscience Fund,36.1,-0.06,8.64,EUR,16.36,138.3
229958,-,BGF World Healthscience Fund,38.25,0.31,9.26,USD,13.26,133.05
229342,-,BGF World Mining Fund,30.31,-2.45,8.06,EUR,53.94,180.65
229981,-,BGF World Mining Fund,32.11,-2.07,8.63,USD,49.87,240.75
260715,-,BGF World Mining Fund,6.92,-2.12,8.75,AUD,48.68,-26.7
229991,-,BGF World Mining Fund,4.78,-2.25,8.1,CHF,46.53,-49.3
229345,-,BGF World Mining Fund,2.88,-2.04,8.54,EUR,48.06,-71.42
230131,-,BGF World Mining Fund,5.78,-2.03,8.51,HKD,49.27,-38.8
229992,-,BGF World Mining Fund,5.03,-2.14,8.55,PLN,50.14,-46.7
229993,-,BGF World Mining Fund,3.06,-2.24,8.72,SGD,48.62,-70.22
229982,-,BGF World Mining Fund,29.62,-2.44,8.04,EUR,53.98,32.76
229343,-,BGF World Mining Fund,25.07,-2.15,8.11,GBP,67.5,85.3
229988,-,BGF World Mining Fund,32.94,-2.43,8.17,EUR,55.1,-9.91
229989,-,BGF World Mining Fund,34.9,-2.08,8.78,USD,50.98,-25.15
243802,-,BGF World Mining Fund,4.95,-2.17,8.47,CHF,47.89,-43.97
229347,-,BGF World Mining Fund,3.07,-2.23,8.33,EUR,49.08,-67.5
243804,-,BGF World Mining Fund,20.34,-2.12,8.66,GBP,50.73,-40.53
243803,-,BGF World Mining Fund,5.2,-2.07,8.7,PLN,51.1,-38.06
243812,-,BGF World Mining Fund,4.59,-2.13,8.72,SGD,49.54,7.05
243813,-,BGF World Mining Fund,25.18,-2.14,8.26,GBP,68.76,-22.15
249760,-,BGF World Real Estate Securities Fund,12.62,-0.32,3.58,USD,10.42,30.3
285321,-,BGF World Real Estate Securities Fund,9.84,-0.3,-,USD,-,-
285322,-,BGF World Real Estate Securities Fund,99.77,-0.34,-,CNY,-,-
272578,-,BGF World Real Estate Securities Fund,10.07,-0.3,3.69,USD,11.36,3.9
230009,-,BGF World Technology Fund,20.37,-0.24,10.2,EUR,35.3,-
229352,-,BGF World Technology Fund,17.72,0.06,10.31,GBP,47.26,161.85
230010,-,BGF World Technology Fund,21.58,0.14,10.86,USD,31.71,120.81
230011,-,BGF World Technology Fund,21.63,-0.23,10.34,EUR,36.28,211.32
244018,-,BGF World Technology Fund,18.82,0.11,10.45,GBP,48.34,137.84
230012,-,BGF World Technology Fund,22.91,0.13,10.98,USD,32.73,95.45
286831,-,BSF Emerging Markets Flexi Dynamic Bond Fund,99.62,-0.5,-,USD,-,-
